Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
4733,1.238091801,-0.05750993,0.69106936,0.107404447,-0.648279518,-0.544938025,-0.460489943,-0.038118628,1.867478421,-0.591182197,0.728776888,-2.868389945,0.48747999,1.844740081,0.904046656,0.142956135,0.719911045,-0.44031267,-0.52599555,-0.217660519,-0.269964555,-0.548100679,0.151398147,0.02854834,-0.022295981,0.900046084,-0.089531238,-0.002843549,4.23,0
60668,-1.769727136,0.365483847,0.654945876,-0.997316228,-0.947611688,-0.641842443,1.772742792,-0.044015688,-0.581896683,-1.441905228,-0.719524945,0.43594514,0.53006293,0.145897723,-0.619603382,0.135263298,-0.15730258,-0.714855661,-0.428962526,-0.164200859,0.000445229,-0.082227403,-0.32030198,0.523824196,0.623848583,0.98432186,-0.135163805,-0.24078864,298,0
125005,-0.441342544,-0.361120765,-2.329259315,-0.666085244,2.938870452,0.346378951,1.298378158,0.134064544,-0.679613964,0.018607934,0.484534545,0.406764772,-0.546016952,1.105591472,-0.733233163,-1.283041213,0.01090921,-0.988487375,-0.801450297,0.285805817,0.685936638,1.859053537,0.390093311,-0.874900328,-1.224164496,0.466146739,0.4704221,0.38592466,129,0
65896,-0.283547022,0.002225201,2.114569384,-0.419326542,-0.848481877,1.601510932,-1.347962082,-1.112773152,1.625364514,-1.101926435,-1.788894113,0.994827496,0.578380561,-1.347802012,-1.670011735,-0.218250471,0.292952825,-0.861979942,-0.20952233,-0.398374584,1.315896016,-0.662871422,-0.345219525,-0.640697831,1.4635729,1.262191293,0.051017715,0.04049005,23.21,0
130741,2.072498705,-0.098963346,-1.551435738,0.153899239,0.270101698,-0.799304012,0.221556983,-0.312918191,0.141566443,0.277439191,0.668480017,1.287583252,0.85796645,0.31364553,-0.831275717,-0.122988421,-0.63902682,0.148499773,0.313268597,-0.144093436,0.372777149,1.335360263,-0.168909779,-0.191383229,0.386644454,1.006520172,-0.0925951,-0.091027852,3.12,0
39451,-0.40042128,1.010045717,0.800309776,-0.410493482,1.251670951,0.027220782,1.334941678,-0.549937442,-0.14908134,0.352459768,-0.889335877,-0.160009483,0.785210564,-0.361782607,0.841297373,-0.349793935,-0.651011067,-0.575684101,0.055375839,0.227745763,-0.081599363,0.228355721,-0.299850607,-0.911684607,-0.250374554,0.280824812,-0.242713461,-0.242046288,8.42,0
157440,1.326731225,-1.267874723,-0.615945798,1.602026839,-1.014528239,-0.442545687,-0.1229229,-0.075481705,1.066771408,0.110166775,-1.198689083,-0.444280345,-1.100525758,0.329171288,0.962694725,0.581150297,-0.72821447,0.589614095,-0.835624559,0.338312357,0.404954015,0.516751759,-0.143744982,-0.058182645,-0.24506629,-0.590629295,-0.013577303,0.0241016,334.88,0
52203,1.342951749,-1.602718377,-0.998345069,-2.426030594,0.708502355,3.385347586,-1.505599255,0.790427208,-1.896001661,1.420535983,-0.18685979,-0.972824554,0.577669438,-0.229108855,0.948193996,0.149073159,-0.075404784,0.374759447,0.097088634,0.031559314,-0.353906686,-1.068163675,0.044933597,0.952974532,0.25257001,-0.406833193,0.024854806,0.042571955,124.42,0
109706,2.084776449,0.053275928,-1.090769309,0.516048956,0.173126971,-0.846442819,0.079414787,-0.372563504,1.829342487,-0.30979238,-0.079116985,-2.099981297,1.925193775,1.660779159,-0.637347671,-0.082101734,0.344541602,-0.571897894,0.022596797,-0.250558706,-0.45863735,-0.923771719,0.306614885,-0.475753715,-0.277349733,0.187048426,-0.093849687,-0.070654648,1.98,0
130802,-0.370428866,0.659417822,0.312896326,-2.232639898,-0.837477267,-0.638578017,0.957029957,-0.481019078,1.505698714,-1.023783567,-0.509483674,1.08992956,1.199760343,-0.410381893,0.862425245,-0.728196122,-0.322639861,-0.287317811,1.020056601,-0.231509173,0.006224302,0.174323249,0.21751086,0.017362089,-1.575916034,-0.750407735,-0.267066951,0.223878107,115.93,0
134187,2.006968737,-0.136406871,-1.799105188,0.53639219,0.219672689,-0.628373662,-0.045212529,-0.054136522,0.741790044,-0.268694292,0.439518803,0.055313585,-1.488968283,-0.742499793,-1.023970272,0.183266019,0.649979338,0.679181901,0.319615249,-0.252745373,0.079784247,0.455470288,-0.063813004,-0.514736172,0.167424347,0.740175628,-0.064237609,-0.061023891,11.5,0
41169,-0.5749143,2.639970435,-3.334282501,1.349495299,0.959002609,0.511563104,-2.014117069,-4.600157448,-1.028526323,-2.2320355,1.066276557,-0.231685882,-1.648867417,-2.008886002,0.644155745,1.588872324,2.941025064,2.210643325,-0.367515862,1.19350795,-2.623208742,0.540984627,0.47451024,-1.57086183,-0.562310093,-0.343706997,0.061296891,-0.001115949,0.89,0
76784,1.319050285,-0.181043933,0.1116664,-0.442244659,-0.250522904,-0.05368174,-0.399963051,0.111254735,0.362576868,-0.014325989,0.262186098,0.009680994,-0.722055454,0.450082925,0.743533434,0.98885355,-0.983561226,0.576992148,0.764175924,-0.075616397,-0.169350524,-0.556094433,-0.049187087,-0.801698904,0.209922707,0.96243204,-0.082726261,-0.014392561,3.69,0
139988,2.11351613,0.001580247,-2.229302496,-0.140479929,0.613623163,-1.225452785,0.616307203,-0.364291443,0.131767525,0.21581547,0.587626486,0.267375723,-1.190779862,1.206035265,-0.136162125,-0.342639321,-0.528793913,0.116643903,0.480119883,-0.302026017,0.165461453,0.555490895,-0.081507439,-0.436037164,0.411683499,0.254648894,-0.093575841,-0.096363879,0.77,0
74130,0.92830677,-0.799927997,0.034560919,0.393654934,-0.741127135,-0.393078964,0.043394675,-0.100084432,-1.355532285,0.867285755,0.837063291,0.37178104,-0.186909365,0.624966483,0.115451562,-1.050605105,-0.476872686,1.348777698,-0.501126605,-0.138830102,-0.684624013,-2.078926214,0.077311233,-0.1154523,0.068593408,-0.868592372,-0.008000244,0.055646041,211.88,0
62741,-0.805829389,0.560442728,1.624363691,-1.149347535,-1.139140587,-0.201315584,0.36114394,0.045535489,0.458207657,-0.208917751,0.853564947,-0.427327508,-1.81886376,0.142371683,0.253290215,1.189721835,-1.028464214,0.799084393,-0.739412497,-0.374261219,0.28131144,0.560459072,-0.141572755,0.362415491,-0.390497773,0.847390331,-0.531220257,-0.049281698,96,0
100873,1.944285941,-0.559896772,-0.183191214,0.213278763,-0.40508853,0.582531055,-1.050034092,0.152968724,2.41697637,-0.252108212,0.917455041,-1.587578343,2.359126789,1.169769072,-0.58706268,1.071703426,-0.514349998,1.013068283,0.100931747,-0.093790124,-0.107941442,0.024265276,0.16032294,-1.178467587,-0.51837464,0.49146739,-0.043793666,-0.05984389,39,0
76470,1.153564558,0.527750506,1.090514844,2.500668819,-0.384834466,-0.267715033,-0.12816731,-0.085515507,-0.659691704,0.630359609,-0.369513587,0.594175449,1.492298478,-0.202248237,0.61438811,0.870007951,-0.837898556,-0.067506017,-1.231113388,-0.038916497,0.160062239,0.505414527,-0.079010677,0.435473198,0.480082311,0.091616822,0.02070599,0.03384039,10.65,0
97235,-0.570559726,1.03070464,-0.262184226,-0.8946211,1.701081046,-1.065216471,1.64451843,-0.561837759,0.496247208,-1.109056496,0.169303791,-2.349535223,2.209731625,1.959550086,-0.687117467,-0.761355391,0.363854593,-0.203678973,-0.106232299,-0.169605542,0.065284722,0.53686071,-0.195483426,0.618299128,0.529330147,0.170072229,-0.07370677,0.076690194,11,0
67900,-3.25810931,-0.967073504,0.6983633,2.402440419,-4.748847606,2.805339443,1.963225103,0.445040413,0.756507002,-1.243887526,-1.115906188,0.699056628,0.02666923,-0.623452778,-0.743560241,-0.63440994,1.25730447,-0.490521179,0.86584616,-1.466459805,-0.295684377,0.604392877,-1.169024542,0.640606891,-0.284583121,-0.091957493,0.768354495,-0.943386509,881.66,0
152985,2.040211058,-0.146974975,-2.955933665,-0.578355979,2.609358271,3.142641531,-0.416882841,0.784392948,0.359902379,-0.351075101,0.329650884,0.183508121,-0.272918545,-0.597436665,0.58389681,0.178675836,0.473898278,-0.498849799,-0.140098685,-0.120714034,-0.352333801,-0.996936775,0.363484906,0.60482657,-0.264559586,0.219670647,-0.039209452,-0.042786955,1.98,0
119404,0.16769375,0.897683156,-1.68169743,-0.393355035,0.812795841,-0.293576163,0.589690006,0.361434234,-0.241989753,-1.018732927,-0.269747632,-0.238985253,-0.517566222,-0.365013077,0.137624845,0.879361279,-0.04374597,1.805609357,0.53025742,-0.118023028,0.306161457,0.731429587,-0.145200173,-1.489916648,-0.119488935,-0.083802871,-0.095436853,-0.066247764,61.34,0
77355,-1.239838504,0.897345819,1.456286059,-1.579083734,0.090654716,-0.561578373,0.733016864,-0.143728542,0.330858819,0.377133075,1.099947951,0.551202067,0.12480733,-0.300866402,-0.101783195,0.764904401,-1.190559462,0.165771637,-0.31514786,0.313330253,-0.171436459,-0.134851834,-0.086427157,0.049476907,-0.239552265,0.693125239,0.185952294,0.08764702,23,0
41157,1.098242841,-0.4168752,0.350057788,0.431385452,-0.64328577,-0.166068657,-0.26239261,0.101895117,0.650947186,-0.128405612,0.454296072,0.446446559,-1.252614318,0.22161417,-0.879061901,-0.035724934,-0.167387832,0.147237506,0.723090987,-0.034177388,-0.043003552,-0.107691325,-0.174670635,0.058096076,0.490309394,0.671377749,-0.057306853,0.001866494,69.8,0
156782,-0.086978973,1.007694644,-0.842859164,-1.243766256,1.418555696,-0.972287877,1.56042325,-0.246275636,-0.682953464,-0.326419535,0.852459538,0.576309264,-0.320461093,0.907664044,-0.793392638,-0.510888501,-0.610036134,0.048280102,0.082952736,-0.025210064,0.305109438,1.011891664,-0.20060125,0.757953263,-0.334800507,0.037681483,0.387550876,0.26637033,7.94,0
140948,-0.118760513,-0.095973599,0.67612479,-2.334004687,-0.016402421,-0.431535689,0.344367428,-0.527911101,1.983277272,-0.357786616,0.603055441,0.582105892,-0.351502925,-0.482466524,0.478376797,-0.468177977,-0.890404462,1.103217527,1.235906273,-0.109824188,0.349085767,1.467553503,-0.309365271,-0.337388619,-0.752024697,-0.191690153,-0.666483747,-0.330816721,22.69,0
56335,-0.928798581,-1.232632878,2.727301234,1.31705471,-1.779588423,3.537524368,-0.587919093,0.974987491,-0.027260227,-0.103946603,-0.835335785,0.233488194,-0.076247358,-1.154257136,0.285146418,-3.874563891,2.336806033,-0.013580632,-0.485817434,0.201400972,0.113019505,1.000294252,0.605022697,-0.960747522,-0.445262901,0.215697176,0.261045284,0.164549032,296.75,0
54116,-1.467362887,-0.14539819,0.753747347,1.661924421,-0.655932633,0.119649924,0.037639376,0.796004817,0.41557436,-1.078801775,-0.96234901,-0.730883657,-1.956417438,-0.805233504,0.178963082,-0.421611959,1.694422991,0.34321643,0.182202509,0.508088765,0.142622866,0.074839612,0.329761593,-0.055301955,0.191088673,-0.172616478,0.170848939,-0.047317141,205.46,0
2009,1.213372914,0.364385085,0.294596664,0.635832834,-0.112451469,-0.583539988,0.064419338,-0.111491367,-0.094440311,-0.350778456,0.29377353,0.752862911,1.019824428,-0.421062738,1.256636123,0.147968745,0.226564092,-0.847863636,-0.562293738,-0.059981684,-0.250515316,-0.649013527,0.148919474,0.056208377,0.170743357,0.121372173,-0.00130727,0.029191595,1.98,0
59190,-0.81863334,0.377243081,0.52965414,-1.3766916,-0.69527839,-0.410169602,1.791657997,-0.519794583,-1.674773224,0.122402494,-1.089995019,-0.469008671,0.435731014,0.045254129,-0.080963568,-1.080968973,-0.536815883,0.686866546,-1.151855082,-0.709524861,-0.693880958,-1.506301183,0.017896328,-0.155631156,-0.27680948,-0.024839156,-0.061253216,0.055446745,239.95,0
53731,-0.433452545,0.191445163,2.040104927,-0.894801656,-1.107047542,-0.783899193,0.171923207,-0.176937761,-1.077912895,0.127956965,-0.329566332,0.61979015,1.195220878,-0.658425676,-0.566151321,-1.88265679,0.425049216,0.334333903,-0.367398962,-0.411500959,-0.58238178,-1.072458061,0.214096181,0.938351339,-0.870031765,0.58754897,-0.005090456,0.139218809,36,0
38783,0.962009939,-0.691958287,-1.690079296,-0.343952631,2.025998842,3.315830441,-0.087816041,0.686182761,0.017349501,-0.142189943,-0.329387131,0.126286462,-0.130299944,0.383553207,0.271028068,0.024562699,-0.504739008,-0.144280487,0.440203645,0.388072948,-0.004698339,-0.44722212,-0.313829459,1.074695761,0.751609905,0.549477074,-0.086915966,0.027662653,195,0
19905,1.376972866,-0.472037796,0.536354133,-0.444221196,-0.785551842,-0.255406957,-0.72996477,-0.101364382,0.553694218,0.279958051,1.813832361,-2.080789718,1.994415585,1.076821891,-1.940578962,0.82427878,1.021686776,-0.934262984,1.148318467,0.045776692,-0.138051365,-0.07511275,-0.079232102,-0.027165582,0.559858871,-0.280648684,-0.014853598,-0.006017384,10,0
56407,1.123932706,0.103550146,0.457804319,1.211885872,-0.54603246,-0.696966928,-0.044461743,0.021832723,-0.040193146,0.270332025,1.180453136,0.04701145,-1.727512462,0.871206069,0.406305295,0.367652728,-0.554437217,0.567562372,-0.259351725,-0.188416235,0.132520101,0.253441656,-0.099947779,0.50819485,0.550899819,-0.308435021,-0.001174696,0.015111192,31,0
88461,-2.831336711,3.127494307,-2.576543432,-0.67977021,-0.988521654,-1.008242244,-0.893300471,2.027404908,-0.12337427,0.406891291,-0.043651053,1.566148378,0.589163054,1.736767169,-0.324269617,0.263128695,-0.012748838,0.73658303,0.206844154,0.087449253,0.488461408,1.281364697,0.169850366,-0.372910798,-0.411418688,-0.192273407,0.276873532,0.293260478,1.29,0
44469,-2.192424218,-0.753973619,2.990965354,3.638640297,0.980141287,-0.693512013,-1.275523964,0.314421101,-0.314182625,0.876544782,-0.74728753,0.088850061,-0.007262539,-0.524664536,0.011283937,-0.49962071,0.591684708,-0.212602467,1.171342903,0.112105931,-0.20298971,-0.222137569,-0.26318944,0.758004177,0.016674351,0.19380347,0.409649767,0.178447256,29.58,0
38958,1.071997254,-0.452379009,1.14945275,0.924593697,-1.286079525,-0.320369793,-0.656842989,0.147786899,1.161496823,-0.220238598,-0.998684092,-0.390626582,-1.513327781,-0.082348476,0.378899372,0.24370712,-0.083014644,-0.032077642,-0.0478902,-0.086752527,-0.075817418,-0.22818012,0.001075329,0.394046615,0.180816753,0.315651223,-0.003956361,0.033733948,64.99,0
84457,-0.521764651,1.358837469,0.863782123,-0.194896005,0.506120252,-0.497733195,0.780907947,-0.090633121,-0.350090313,-0.241967566,-0.706908294,0.372708994,1.615803423,-0.818640401,0.823187714,0.544418469,-0.382397024,-0.048227539,0.186070568,0.347910114,-0.335976582,-0.754707813,-0.128926121,-0.485344944,0.047120502,0.124970743,0.366555163,0.148981038,7.99,0
82629,-2.751314629,0.189885531,1.162345404,-0.662382904,-2.519155944,1.044642367,-2.244322597,2.077107251,-0.284796956,-1.021923778,-2.2729597,0.155236896,0.196264734,-0.461153044,-1.753799198,0.622556538,1.844593235,-1.404093442,1.193902105,-0.34318094,0.371450989,0.740219314,-0.40185433,-0.370009491,0.438038896,0.026767867,-0.714859353,-0.292474608,49.61,0
158395,1.988262499,-0.366730238,-0.80051535,0.065155441,0.001957375,0.083307163,-0.344609644,-0.074477299,0.81250271,-0.072838431,-1.176439853,0.988942764,1.908850361,-0.430842092,0.438293278,0.584402113,-0.885081719,-0.418416976,0.233857497,0.052632198,-0.273779992,-0.73495044,0.329446291,0.065685859,-0.488876396,0.232831772,-0.042480782,-0.033270094,49.88,0
42203,-3.314461107,-3.57141515,1.872711692,0.167547874,3.369436128,-2.38425143,-2.043474163,-0.295313916,-0.966811122,1.666539768,1.856207869,0.173246808,0.162715602,-0.47524254,0.031081065,-0.251553682,0.930721373,-1.561605204,2.027524043,-0.045063346,-0.029478945,0.76593154,-0.963879409,0.405850293,0.364847237,0.104689573,0.415822369,-0.536454202,60,0
111135,0.048216345,1.099714322,0.008596276,-0.232212331,0.925516886,-0.489557343,0.856863214,-0.2419745,1.307489345,-0.734219374,-0.21632113,-2.707064453,1.697874815,1.846615377,0.181668317,-0.585917069,0.281079501,0.744115225,0.403338391,0.033111967,0.186058656,1.04239375,-0.244745847,0.44473184,-0.359478097,-0.45954709,0.467630568,0.283984065,1,0
170486,1.867607631,-0.58957713,-1.05527786,0.546316242,-0.31988419,-0.436945488,-0.211266277,-0.020336009,1.039441867,0.086830638,-1.178526288,-0.65069902,-1.720526632,0.474739845,0.541592148,0.157396578,-0.296513739,-0.199012135,-0.182045426,-0.139501555,-0.016291524,-0.193755955,0.210395115,0.646750652,-0.290727231,0.189157263,-0.067973248,-0.036216826,89.95,0
51711,1.09292636,-0.210744928,0.300661227,0.206798215,0.111370183,0.896631092,-0.361241955,0.211620193,0.001454047,-0.02979913,0.614249837,1.253794796,1.643038641,-0.046963549,0.82568499,0.822430927,-1.082583084,0.211848021,0.086613351,0.170307355,-0.036764426,-0.198098584,-0.139403192,-1.295300484,0.256514083,0.298118259,-0.000717898,0.014707405,79.5,0
44636,-1.977854629,2.147757985,-0.168266821,0.818349545,-0.883699207,-0.553674789,-0.46852382,1.36054052,-0.376050315,0.033884543,-0.925636954,-0.302856882,-1.256531263,1.398428565,1.354244174,-0.242348754,0.651140264,-0.097006989,-0.020453751,-0.090724235,0.198933604,0.40361849,0.058245105,0.040415605,-0.155538683,-0.279823001,0.129753908,0.144812718,8.49,0
155714,-1.676196506,-0.08455061,2.37550166,0.991710806,0.010278964,0.427389616,-0.491703167,0.439156726,0.614372943,0.011544506,-1.204560134,-0.523672097,-0.342760629,-0.425943142,1.422141078,0.342509079,-0.475617812,1.02784978,0.274636865,0.352195916,0.159286951,0.683855165,-0.27371652,0.723313904,0.494531935,-0.285886245,0.543904538,0.28577656,100,0
64427,-0.828642123,1.031264275,0.741418169,-0.25473171,0.725403222,-1.334597234,0.949304625,-0.104548168,-0.793124889,-0.945766308,1.632802351,0.063318746,-0.918157534,-0.848420427,-0.351089608,0.758348691,0.41478411,0.743386692,-0.619605785,-0.1500673,0.037828371,-0.018940975,-0.103565294,0.417588282,-0.056326848,0.148833433,-0.082864608,0.148300385,0.76,0
120774,0.148261063,1.06486916,-0.37758643,-0.535077112,0.908237711,-0.857864565,0.994386376,-0.128883957,-0.089783066,-0.841523095,-0.605723389,0.033608337,0.254676982,-1.065811782,-0.271038503,0.306098076,0.368217719,-0.262928109,-0.247690611,0.030621477,-0.336624628,-0.804941831,0.095101099,0.636732565,-0.418997687,0.10850445,0.224575232,0.085226692,2.28,0
53569,1.255944505,0.357641483,0.307025177,0.693178246,-0.367388711,-1.072064239,0.090582967,-0.206879992,0.0245341,-0.284297245,-0.057013548,0.262882535,0.278254395,-0.297865575,1.088216201,0.476044081,-0.008188088,-0.305632836,-0.19889286,-0.077013712,-0.286873799,-0.825701655,0.128576271,0.346812778,0.217771053,0.094206822,-0.02276716,0.030970934,1.98,0
25394,-0.818540374,1.097845848,1.191110972,2.362670401,1.366269648,-0.139986088,0.739743199,-0.071642694,-1.731761333,0.625954191,-0.651779394,-0.375940705,0.277157678,0.422269427,0.841667834,-0.372951167,0.04364973,-0.577477396,0.066185796,-0.016472018,0.086618482,0.240595447,-0.342196598,-0.248369831,0.154185594,0.230851358,-0.010524372,0.10532045,3.96,0
123490,1.82141699,-0.753669549,-0.800855998,0.104848616,-0.35875755,0.285268604,-0.653512476,0.22933792,1.315649453,-0.050641442,0.30637431,0.306118874,-1.053518627,0.436971048,0.636487207,0.52506967,-0.981094458,1.12971166,0.05175431,-0.089479191,0.285677648,0.705815207,0.037742467,0.191805648,-0.101713688,-0.587098565,0.029146246,-0.02875229,90,0
108107,0.012462326,0.995279333,0.44863017,-0.375563846,0.566137608,-1.065676923,0.995534774,-0.344197787,1.091690307,-0.815137204,0.194345446,-1.849082478,2.623464938,1.356132177,-1.246425311,-0.169590702,0.271247318,-0.592959406,-0.298974783,0.006827447,-0.391712897,-0.678695952,0.097058644,0.003837688,-0.475786153,0.095611096,0.222715695,0.094408288,11.88,0
146034,-0.045827834,1.213704105,-0.421162784,0.026080705,0.781826952,-0.975526951,0.987178272,-0.361690113,0.015285927,-0.99549527,-0.533014231,0.488236767,1.119970326,-2.063624573,-0.80751393,-0.255964368,1.239240052,0.135523075,0.104274021,-0.051691945,0.198535731,0.850261966,-0.103336042,-0.040035196,-1.025546534,0.481820882,-0.017587018,0.28887591,2.87,0
150930,1.968989787,-0.800632531,-0.057357569,0.486073558,-0.926605722,0.462419441,-1.176011314,0.266600162,-0.235833775,1.108947802,0.543296701,0.712442384,0.239034665,-0.084326027,-0.191914538,-0.852247632,-0.673566998,1.8955851,-1.132292366,-0.593457976,-0.334224094,-0.451566372,0.414889211,0.601896323,-0.503868074,-0.877822543,0.086867515,-0.017347047,24.35,0
131718,-0.761158791,0.030820238,2.048983781,-1.766757366,-0.057771209,0.205750781,0.210528835,0.072038021,-1.16541848,0.356863396,0.654239749,0.175987871,0.120141125,-0.357042013,-0.531705911,-1.004479718,-0.617458614,1.496991658,-0.555365121,-0.116826476,-0.652534778,-1.304503817,-0.042117714,0.703745597,0.079551492,0.28927651,0.069545032,-0.098516732,29.75,0
50295,1.243461604,-0.268322821,-0.031203442,0.285270235,-0.415612532,-0.477047651,-0.042926767,-0.171422655,-1.493001379,0.962855598,0.862437798,0.712270368,0.659225666,0.426389438,-0.090606208,-1.304964608,-0.496401996,1.602206817,-0.648108753,-0.396304095,-0.324272746,-0.557650494,-0.118104627,-0.022782685,0.626764778,-0.360629424,0.017653812,0.018360417,58.68,0
44417,-0.978247218,-0.314509645,0.863641402,-2.47081338,0.819141558,-1.384656749,0.558426721,-0.170404186,0.64247306,-1.680261958,-1.070713377,0.199868351,0.393281971,0.126663787,1.037259971,-0.135734037,-0.714630975,0.271998155,0.392466479,0.234077826,0.185467198,0.313782775,-0.175309665,-0.390017953,0.381962081,0.01083856,0.024048067,0.111248346,55.71,0
127821,-0.684543119,-0.506979513,-1.875064383,0.182844625,1.968886361,-2.320025197,1.091556369,-0.350627196,0.227784981,-1.351514631,0.118349633,-1.640340721,-2.216896848,-2.765672882,0.32171439,0.836942377,2.217265604,1.165104648,-1.017563242,0.670341642,0.060203485,-0.215378158,0.60174054,0.833531184,-0.368059404,0.486224366,-0.049969382,-0.070625521,175,0
2856,1.263282406,-0.788960528,0.977258598,-0.783739441,-1.273288955,0.066017457,-1.180079676,0.210203464,-0.679346306,0.723797818,1.619327691,0.199362463,0.322698989,-0.2429177,0.654599707,1.379318131,0.077519314,-0.818545588,0.149534374,0.103274468,0.469941301,1.286862911,-0.098677136,0.064833813,0.323207595,-0.038496822,0.048536736,0.014720596,24.99,0
61170,-0.398467629,-0.346745646,0.761758567,-1.559515883,-0.921220859,0.444319137,-1.335208964,-2.515307406,-1.422166295,-0.303290937,0.13926088,-0.005479855,-0.726815617,0.738899197,0.029936183,-0.082671253,-0.771965617,1.727729355,-1.057874649,0.437203507,-1.801943009,-1.240543503,-0.083715659,-0.576872871,0.468232853,0.720325904,-0.056481615,0.214301097,156,0
77457,1.24724361,-0.052285688,0.270966938,-0.039144601,-0.64325819,-1.199565357,0.052074492,-0.228623889,0.282573054,-0.19735265,-0.292667517,-0.035488307,-0.449180964,0.382549563,1.10828082,0.241028217,-0.23351932,-0.593078119,0.162762741,-0.050700078,-0.220798969,-0.721780018,0.092480111,0.409026215,0.143420196,0.846475118,-0.095896533,0.007719521,30.23,0
52966,1.323929528,-0.666120902,0.556128582,-0.741725579,-1.131214647,-0.362009924,-0.786004362,0.018435836,-0.867754119,0.823638333,0.850609084,0.366539095,0.232680899,0.136305337,0.408171706,-0.747467757,-0.499996441,1.70403663,-0.461145018,-0.419718819,-0.340064243,-0.567024269,0.04173632,0.028194147,0.0889156,0.991512659,-0.047940873,0.004097018,23.85,0
